city,year,house_price_per_m2,green_area,co_emission,night_stays,cars,bike_roads,buildings_introduced,shops,marriages_increase,students,population,birth_rate,balance_of_migration,newly_entities_increase,commune_profit_pc,mean_gross_salary,unemployment_rate,cpi,pkb_pc
Gdynia,2015,5788,6.36,20.2158171635459,11.334340830296,542.343157775641,2.29,4.5,0.214160450625914,2.63861838224004,52.2389868998457,247478,-0.88,0,3.72558368824704,-42.0200000000004,4566.82,3.5,99.2,45036
Gdynia,2016,5985,6.61,20.9668368483062,10.8870363697463,567.259535772559,2.37,4.9,0.2145827175889,3.61956508536748,49.6009976072003,246991,-1.07,-0.16,2.93128089687479,226.99,4798.54,3.23,99.7,46978
Gdynia,2017,6369,6.76,20.4660057002265,10.2636557777724,584.305701038546,2.4,4.5,0.227359463431666,3.56467158737505,46.5193702142863,246306,-1.87,-0.36,4.15743018846476,-182.13,5045.45,2.82,102.1,50019
Gdynia,2018,6805,6.84,20.5348972225944,12.1554632595642,601.853769046198,2.52,6.2,0.223296753265208,3.62958722580174,44.4928930733347,246309,-1.33,0.63,-0.544032089773415,-25.9700000000003,5347.46,2.5,101.9,53669
Gdynia,2019,7216,6.87,19.9117102635296,12.8801532791011,622.050919836979,2.64,6,0.231379999025768,3.56000454641402,44.055563674152,246348,-1.41,0.84,5.71143260753081,-523.28,5624.49,2.28,101.9,58202
Gdynia,2020,8192,6.85,19.7394364184856,12.3076797472333,639.040041801208,2.79,8.1,0.240846801023803,2.56767182786393,46.6467185643898,244969,-3.63,-1.35,5.50681923018831,-324.51,5848.66,2.48,103.4,57669
Częstochowa,2010,3064,4.23,19.5691032575473,12.5968052680615,419.855566750842,1.5,1.1,0.143337141604449,3.32204904659722,101.701917766639,237203,-2.3,-3.07,4.16942450137646,-225.01,3011.7,3.11,102.4,40162
Częstochowa,2011,3145,4.43,18.9958354184514,11.9297025420063,442.276864095539,1.51,0.8,0.161154886809897,2.93047438909575,94.6700141646664,235798,-2.62,-3.31,-1.90841313327509,-171.25,3197.12,3.72,103.7,43571
Częstochowa,2012,2976,4.43,21.1574942850319,11.2508103312976,452.723566140094,1.52,0.9,0.187655668907162,2.70821249445563,87.5243099389266,234472,-3.08,-2.62,2.40540448326453,-118.34,3308.53,3.95,103.3,44605
Częstochowa,2013,3060,4.52,21.1916855344829,10.6018474676951,466.584595253058,1.93,1,0.20661334894412,1.91547792250278,80.5835105329764,232318,-4.05,-5.01,1.24828898320406,18.3400000000001,3445.39,4.2,100.8,44454
Częstochowa,2014,3029,4.51,22.5190876183606,10.6725533736306,478.913450632922,2.22,0.8,0.239002620337819,2.39002620337819,72.9349087227265,230123,-4.12,-3.54,0.0825645415712467,-58.9200000000001,3526.81,4.52,99.9,46167
Częstochowa,2015,2908,4.49,24.7411023801489,10.0798057665254,496.320870895218,2.85,0.8,0.2278912608084,2.77413784791764,67.2585996082023,228179,-4.4,0,0.854592228031502,7.85999999999967,3644.53,4.29,98.8,48662
Częstochowa,2016,2998,4.61,25.6769145761963,12.4389435296718,519.306000663057,2.97,1,0.225439275058017,3.01027737871588,62.4510995690132,226225,-4.39,-2.69,0.194496629461819,-13.2399999999998,3743.93,3.92,99.2,50216
Częstochowa,2017,3282,4.61,27.4010589367847,10.963739437373,539.986451313866,3.08,1.1,0.240667451064285,2.99942952900488,60.6437408635505,224376,-4.87,-2.57,0.54373016721931,-54.8999999999996,3954.16,3.59,101.9,53625
Częstochowa,2018,3596,4.53,29.771471757868,12.0787072859122,563.52905187771,3.41,1.1,0.24742230939485,2.43823439440016,57.6224065643388,222292,-5.48,-3.67,-1.50252820614327,-179.14,4222.51,3.16,101.3,57384
Częstochowa,2019,4045,4.58,28.5934501639954,14.0450839937759,586.867665004786,3.55,1.2,0.258581972753626,2.40889521986272,56.3209682760748,220433,-5.65,-3.42,1.96885221359778,-96.2699999999995,4547.34,2.39,101.9,61234
Częstochowa,2020,4601,4.57,25.5099526502092,12.2236013423436,613.014296878591,3.91,1.2,0.266629890130097,1.94455937112122,60.5801498643865,217530,-8.03,-3.4,2.66629890130097,-161.31,4875.71,2.62,103.6,60091
